Country,Management,Location,Plot,Replication,BLK,Pedigree,Entry,YLD,AD,ASI,rEPP,nP,EA
Uganda,Optimal,Namulonge,2,1,1,ECAVL1/ECAVL16,2,2.938968553,64,2,0.909090909,33,3
Uganda,Optimal,Namulonge,3,1,1,ECAVL16-STR/ECAVL17,16,2.575813118,64,2,0.8125,32,3.5
Uganda,Optimal,Namulonge,4,1,1,ECAVL1/ECAVL16-STR,3,2.791849057,68,1,0.933333333,30,3
Uganda,Optimal,Namulonge,5,1,1,ECAVL17/ECAVL18,19,3.164877628,66,1,1.03125,32,2.5
Uganda,Optimal,Namulonge,6,1,2,ECAVL2/ECAVL18,10,3.25197628,66,1,1.090909091,33,3
Uganda,Optimal,Namulonge,7,1,2,ECAVL16/ECAVL18,14,1.665725067,69,2,1,27,3.5
Uganda,Optimal,Namulonge,8,1,2,DH04,30,1.412542677,67,2,0.772727273,22,3
Uganda,Optimal,Namulonge,9,1,2,ECAVL17-#,26,1.331015993,67,1,0.5,34,3.5
Uganda,Optimal,Namulonge,10,1,2,ECAVL2/ECAVL17,9,2.378350404,66,3,0.838709677,31,3.5
Uganda,Optimal,Namulonge,11,1,3,ECAVL16/NIP25,15,2.329277987,64,1,0.909090909,33,3
Uganda,Optimal,Namulonge,12,1,3,ECAVL2-#,23,1.911087152,66,2,0.666666667,30,3
Uganda,Optimal,Namulonge,13,1,3,ECAVL16-STR/NIP25,18,2.536907098,67,0,0.935483871,31,3
Uganda,Optimal,Namulonge,14,1,3,ECAVL2/ECAVL16,7,2.987747709,68,2,1.230769231,26,3
Uganda,Optimal,Namulonge,15,1,3,ECAVL16-#,24,2.162900988,65,3,0.909090909,33,2.5
Uganda,Optimal,Namulonge,16,1,4,ECAVL1/NIP25,6,3.526957772,67,0,0.911764706,34,3.5
Uganda,Optimal,Namulonge,17,1,4,ECAVL2/NIP25,11,3.58834717,67,1,1,32,2
Uganda,Optimal,Namulonge,18,1,4,ECAVL17/NIP25,20,3.964894879,64,2,1,31,2
Uganda,Optimal,Namulonge,19,1,4,ECAVL1/ECAVL17,4,4.317297394,66,2,0.909090909,33,2.5
Uganda,Optimal,Namulonge,20,1,4,ECAVL1/ECAVL2,1,5.324063971,64,3,1.166666667,30,2
Uganda,Optimal,Namulonge,21,1,5,ECAVL18-#,27,4.238801078,69,1,0.862068966,29,2.5
Uganda,Optimal,Namulonge,22,1,5,ECAVL16-STR-#,25,3.642307278,70,2,0.966666667,30,2.5
Uganda,Optimal,Namulonge,23,1,5,CML202/CML395/CML312-RE,29,4.788275292,69,0,0.962962963,27,2
Uganda,Optimal,Namulonge,24,1,5,ECAVL16-STR/ECAVL18,17,4.154537287,69,0,0.9375,32,2.5
Uganda,Optimal,Namulonge,25,1,5,NIP25-#,28,2.818438095,67,0,0.852941176,34,3
Uganda,Optimal,Namulonge,26,1,6,ECAVL1/ECAVL18,5,3.664595148,69,-1,1.037037037,27,3
Uganda,Optimal,Namulonge,27,1,6,ECAVL1-#,22,3.74348248,67,1,1.038461538,26,3
Uganda,Optimal,Namulonge,28,1,6,ECAVL16/ECAVL16-STR,12,3.410728482,67,1,0.967741935,31,3
Uganda,Optimal,Namulonge,29,1,6,ECAVL18/NIP25,21,4.028239353,67,1,0.928571429,28,2.5
Uganda,Optimal,Namulonge,30,1,6,ECAVL2/ECAVL16-STR,8,3.523536388,69,1,0.9375,32,3
Uganda,Optimal,Namulonge,31,2,7,ECAVL2/ECAVL18,10,4.043195687,66,1,1.322580645,31,2.5
Uganda,Optimal,Namulonge,32,2,7,ECAVL1/NIP25,6,3.11091752,68,-1,0.84375,32,3
Uganda,Optimal,Namulonge,33,2,7,CML202/CML395/CML312-RE,29,3.66029398,68,0,1,26,3
Uganda,Optimal,Namulonge,34,2,7,ECAVL16-#,24,2.622637197,64,3,0.966666667,30,3.5
Uganda,Optimal,Namulonge,35,2,7,ECAVL17/ECAVL18,19,4.263532794,66,2,1.066666667,30,2.5
Uganda,Optimal,Namulonge,36,2,8,ECAVL1/ECAVL18,5,3.846319497,65,1,0.90625,32,3
Uganda,Optimal,Namulonge,37,2,8,NIP25-#,28,4.076236478,64,2,1,32,3
Uganda,Optimal,Namulonge,38,2,8,ECAVL1/ECAVL16,2,4.320718778,64,1,1.1,30,2
Uganda,Optimal,Namulonge,39,2,8,ECAVL17-#,26,3.406720575,66,1,1.103448276,29,3
Uganda,Optimal,Namulonge,40,2,8,ECAVL16/NIP25,15,3.924815813,64,2,1.107142857,28,2.5
Uganda,Optimal,Namulonge,41,2,9,ECAVL16-STR/ECAVL17,16,4.997175202,64,4,1.060606061,33,2
Uganda,Optimal,Namulonge,42,2,9,ECAVL1/ECAVL2,1,4.301168014,66,1,1,30,2
Uganda,Optimal,Namulonge,43,2,9,ECAVL18-#,27,4.913888949,66,0,1.1,30,3
Uganda,Optimal,Namulonge,44,2,9,ECAVL16-STR/NIP25,18,3.879849057,64,1,1,34,3
Uganda,Optimal,Namulonge,45,2,9,ECAVL18/NIP25,21,3.968805031,63,3,0.96875,32,2.5
Uganda,Optimal,Namulonge,46,2,10,ECAVL16-STR/ECAVL18,17,3.60652938,66,2,1.03125,32,3
Uganda,Optimal,Namulonge,47,2,10,ECAVL1/ECAVL16-STR,3,3.496849596,64,2,1,34,3
Uganda,Optimal,Namulonge,48,2,10,ECAVL2/ECAVL16-STR,8,2.831732615,67,2,0.857142857,28,3
Uganda,Optimal,Namulonge,49,2,10,ECAVL1/ECAVL17,4,2.472780593,66,1,0.90625,32,3.5
Uganda,Optimal,Namulonge,50,2,10,ECAVL16/ECAVL18,14,3.526957772,66,1,1.03125,32,3
Uganda,Optimal,Namulonge,51,2,11,DH04,30,1.95507637,63,4,0.964285714,28,3.5
Uganda,Optimal,Namulonge,52,2,11,ECAVL17/NIP25,20,3.198309434,66,1,0.90625,32,3
Uganda,Optimal,Namulonge,53,2,11,ECAVL2/ECAVL16,7,3.159403414,69,2,1.032258065,31,3
Uganda,Optimal,Namulonge,54,2,11,ECAVL16-STR-#,25,2.893513028,69,1,1.103448276,29,3.5
Uganda,Optimal,Namulonge,55,2,11,ECAVL1-#,22,2.965850854,69,1,0.965517241,29,3
Uganda,Optimal,Namulonge,56,2,12,ECAVL16/ECAVL16-STR,12,3.206325247,66,3,1,31,3
Uganda,Optimal,Namulonge,57,2,12,ECAVL2/ECAVL17,9,3.819437197,67,1,0.935483871,31,3
Uganda,Optimal,Namulonge,58,2,12,ECAVL16/ECAVL17,13,3.354911051,66,1,1.064516129,31,3
Uganda,Optimal,Namulonge,59,2,12,ECAVL2/NIP25,11,3.404765499,64,4,1.03125,32,3
Uganda,Optimal,Namulonge,60,2,12,ECAVL2-#,23,3.323629829,64,1,1.129032258,31,3.5
Uganda,Optimal,Namulonge,61,3,13,ECAVL17-#,26,2.225267925,65,2,0.961538462,26,3.5
Uganda,Optimal,Namulonge,62,3,13,ECAVL18/NIP25,21,3.168592273,66,3,1.178571429,28,3
Uganda,Optimal,Namulonge,63,3,13,ECAVL1/NIP25,6,3.589715723,64,0,1.071428571,28,3
Uganda,Optimal,Namulonge,64,3,13,ECAVL2/ECAVL16,7,3.526957772,63,3,0.909090909,33,2.5
Uganda,Optimal,Namulonge,65,3,13,ECAVL16/ECAVL17,13,2.741994609,63,3,0.90625,32,3.5
Uganda,Optimal,Namulonge,66,3,14,ECAVL1/ECAVL18,5,2.885692722,66,3,0.928571429,28,3
Uganda,Optimal,Namulonge,67,3,14,ECAVL17/NIP25,20,3.689326864,68,1,0.935483871,31,3
Uganda,Optimal,Namulonge,68,3,14,ECAVL16/ECAVL18,14,1.999065588,65,3,0.9,30,3.5
Uganda,Optimal,Namulonge,69,3,14,ECAVL17/ECAVL18,19,3.206325247,66,2,0.935483871,31,3.5
Uganda,Optimal,Namulonge,70,3,14,ECAVL18-#,27,2.740528302,65,4,1,31,3.5
Uganda,Optimal,Namulonge,71,3,15,ECAVL16/NIP25,15,3.402712668,68,-3,1.148148148,27,3
Uganda,Optimal,Namulonge,72,3,15,ECAVL2/NIP25,11,3.800668464,63,5,0.964285714,28,3
Uganda,Optimal,Namulonge,73,3,15,ECAVL16-STR/ECAVL18,17,4.244079784,66,3,0.964285714,28,2.5
Uganda,Optimal,Namulonge,74,3,15,ECAVL1-#,22,4.023253908,67,1,1.034482759,29,3
Uganda,Optimal,Namulonge,75,3,15,ECAVL2/ECAVL18,10,3.875938904,66,0,1.166666667,24,2.5
Uganda,Optimal,Namulonge,76,3,16,CML202/CML395/CML312-RE,29,3.890601977,64,5,0.956521739,23,2
Uganda,Optimal,Namulonge,77,3,16,ECAVL2/ECAVL16-STR,8,4.573607907,68,1,1.03030303,33,3
Uganda,Optimal,Namulonge,78,3,16,ECAVL1/ECAVL2,1,4.17408805,68,0,1.125,24,3
Uganda,Optimal,Namulonge,79,3,16,ECAVL1/ECAVL16,2,3.831167655,64,2,1.0625,32,3
Uganda,Optimal,Namulonge,80,3,16,ECAVL2-#,23,3.642307278,64,4,1,28,3
Uganda,Optimal,Namulonge,81,3,17,ECAVL1/ECAVL16-STR,3,4.809487871,63,1,1.214285714,28,3
Uganda,Optimal,Namulonge,82,3,17,DH04,30,3.100751123,61,5,1,25,3
Uganda,Optimal,Namulonge,83,3,17,ECAVL16-STR/NIP25,18,5.494742138,61,2,1.071428571,28,2
Uganda,Optimal,Namulonge,84,3,17,ECAVL16/ECAVL16-STR,12,4.387191375,63,0,0.966666667,30,3
Uganda,Optimal,Namulonge,85,3,17,NIP25-#,28,4.835979155,62,4,1,29,2.5
Uganda,Optimal,Namulonge,86,3,18,ECAVL2/ECAVL17,9,4.573607907,62,5,0.964285714,28,2.5
Uganda,Optimal,Namulonge,87,3,18,ECAVL16-STR-#,25,3.836739623,67,2,1,25,3
Uganda,Optimal,Namulonge,88,3,18,ECAVL1/ECAVL17,4,4.281030728,68,-1,0.96,25,2.5
Uganda,Optimal,Namulonge,89,3,18,ECAVL16-STR/ECAVL17,16,3.629599281,68,1,1.125,24,3
Uganda,Optimal,Namulonge,90,3,18,ECAVL16-#,24,3.567525606,65,3,0.964285714,28,3
